age,education_level,gender,stem_interest_score,creativity_score,social_skills_score,analytical_skills_score,problem_solving_score,technical_aptitude_score,communication_score,leadership_potential_score,career_category,specific_career,annual_salary_expectation,work_environment_preference,job_growth_interest,work_life_balance_score,global_mobility_score
21,Associate Degree,Female,65,45,42,43,27,42,24,76,Social Sciences,International Relations Specialist,104999,Hybrid,100,63,52
24,Associate Degree,Male,13,49,13,43,67,81,19,31,Creative,Fashion Designer,109324,Flexible,100,67,65
42,High School,Male,48,71,51,55,40,53,17,71,Creative,Interior Designer,15204,Remote,54,40,32
25,PhD,Female,54,24,41,36,15,55,46,51,Healthcare,Nutritionist,75011,Hybrid,88,77,50
32,Master's,Female,40,63,34,73,53,81,49,69,Science,Biologist,118179,Remote,57,27,76
44,PhD,Female,25,40,33,68,75,41,25,30,Creative,Graphic Designer,62297,Remote,53,62,51
50,Master's,Prefer Not to Say,38,33,73,44,60,32,60,65,Arts and Performance,Opera Singer,57855,On-site,59,38,39
50,Master's,Male,55,89,80,73,79,73,84,61,Engineering,Structural Engineer,71816,Remote,87,74,63
48,Bachelor's,Male,38,33,39,77,45,28,29,32,Engineering,Environmental Engineer,103168,Hybrid,66,46,22
40,Associate Degree,Male,4,71,48,60,80,57,92,12,Finance and Economics,Actuary,94432,Travel-based,72,54,14
24,High School,Female,93,43,6,64,64,40,66,31,Social Sciences,Urban Planner,112730,Hybrid,66,52,58
30,PhD,Prefer Not to Say,49,9,44,10,33,22,61,35,Finance and Economics,Corporate Treasurer,77695,Remote,72,85,13
40,Bachelor's,Male,93,11,35,90,32,59,31,22,Education,Online Learning Specialist,50003,Hybrid,64,44,90
32,High School,Female,68,73,52,0,32,26,73,32,Arts and Performance,Actor,149044,Remote,100,94,58
26,Bachelor's,Male,18,54,69,37,51,74,72,38,Science,Geneticist,41501,Remote,97,65,31
20,Bachelor's,Male,54,43,61,36,73,46,79,54,Technology,Cybersecurity Analyst,97528,Travel-based,68,39,61
28,PhD,Male,67,31,33,61,46,11,31,58,Arts and Performance,Composer,92861,Remote,79,55,48
36,Associate Degree,Female,0,49,40,51,71,29,51,60,Media and Communication,Broadcast Journalist,48883,On-site,69,54,24
29,Bachelor's,Male,11,34,24,65,20,78,93,35,Culinary and Hospitality,Food Critic,117520,Hybrid,60,48,69
31,PhD,Non-Binary,41,33,68,53,35,51,42,100,Education,Educational Psychologist,98041,Hybrid,67,55,65
39,Associate Degree,Female,54,100,48,0,94,40,52,39,Business,Financial Analyst,47425,Travel-based,56,48,28
40,PhD,Female,17,60,96,56,22,58,69,76,Business,Human Resources Manager,110506,Flexible,82,64,62
38,Bachelor's,Male,37,69,39,100,37,66,24,40,Science,Biologist,80268,Flexible,77,48,23
33,Master's,Prefer Not to Say,74,31,64,38,73,66,70,47,Engineering,Automotive Engineer,98389,On-site,73,87,17
43,High School,Male,48,30,28,50,45,67,69,51,Healthcare,Nutritionist,77652,Flexible,66,61,71
22,Associate Degree,Male,68,48,73,26,40,69,57,26,Technology,DevOps Engineer,109839,Travel-based,50,78,24
47,Professional Degree,Male,52,57,48,52,52,64,49,79,Media and Communication,Podcast Producer,101925,Remote,95,45,67
36,Associate Degree,Male,57,56,26,58,100,82,34,14,Science,Forensic Scientist,83841,Hybrid,100,61,72
27,Master's,Male,54,48,65,66,74,48,75,57,Finance and Economics,Cryptocurrency Analyst,85549,Remote,57,87,80
37,Bachelor's,Female,70,20,40,64,0,29,38,48,Finance and Economics,Credit Analyst,45067,Remote,100,54,44
29,Bachelor's,Male,12,73,34,26,64,40,53,37,Finance and Economics,Credit Analyst,48580,Travel-based,100,51,30
27,Bachelor's,Female,21,73,55,50,40,42,44,73,Engineering,Aerospace Engineer,83390,Hybrid,66,55,73
25,Master's,Female,93,50,50,87,58,61,51,35,Healthcare,Dentist,55698,Remote,54,84,22
38,Bachelor's,Female,50,13,96,65,40,59,59,43,Arts and Performance,Stage Designer,117743,Hybrid,71,68,58
38,Master's,Male,46,41,35,34,41,45,70,42,Healthcare,Psychologist,83563,Hybrid,100,53,44
31,High School,Prefer Not to Say,61,57,51,31,60,11,30,39,Media and Communication,Media Strategist,126737,Remote,83,56,52
37,Bachelor's,Male,43,43,27,8,24,73,36,40,Technology,Cloud Solutions Architect,67420,Hybrid,48,80,0
38,PhD,Male,61,61,80,61,55,99,7,94,Arts and Performance,Composer,63789,Hybrid,57,95,47
32,Associate Degree,Male,74,1,90,50,74,25,64,58,Creative,Multimedia Artist,73520,Travel-based,45,71,36
43,Bachelor's,Male,77,56,0,77,52,0,16,29,Culinary and Hospitality,Catering Manager,58302,On-site,88,60,30
47,Associate Degree,Female,69,17,69,40,89,55,74,61,Arts and Performance,Composer,121224,Remote,89,69,43
32,Bachelor's,Male,41,36,66,55,56,43,79,20,Culinary and Hospitality,Pastry Chef,75477,Remote,41,76,70
39,PhD,Female,74,85,63,38,64,60,56,32,Business,Product Manager,157830,Remote,72,72,59
50,Bachelor's,Non-Binary,78,51,75,34,46,39,47,10,Healthcare,Veterinarian,108609,Remote,75,96,44
32,Bachelor's,Female,24,32,45,41,31,36,59,68,Finance and Economics,Risk Manager,91451,Hybrid,67,37,32
31,Bachelor's,Male,68,54,18,34,17,46,23,15,Engineering,Structural Engineer,44039,Hybrid,64,19,90
36,Bachelor's,Male,52,62,49,41,54,54,51,63,Business,Human Resources Manager,45225,On-site,65,47,46
29,Bachelor's,Female,71,21,40,40,63,24,50,52,Media and Communication,Copywriter,45778,Remote,80,78,33
21,Associate Degree,Female,40,45,62,19,44,51,33,43,Social Sciences,Sociologist,74082,Flexible,88,78,40
33,Bachelor's,Female,77,17,45,66,36,45,75,35,Arts and Performance,Opera Singer,87299,On-site,71,70,65
25,Master's,Male,65,25,58,40,42,46,60,81,Technology,DevOps Engineer,41813,On-site,93,62,36
37,Bachelor's,Male,45,51,65,42,37,24,28,43,Healthcare,Nurse Practitioner,92818,On-site,92,81,40
39,Bachelor's,Male,89,51,47,42,90,74,21,92,Education,Teacher,83048,Hybrid,51,70,53
37,Professional Degree,Male,44,43,69,45,52,57,69,75,Media and Communication,Media Strategist,142114,Remote,18,60,42
44,Master's,Female,47,61,51,76,58,22,21,46,Healthcare,Nurse Practitioner,64918,Hybrid,26,72,76
39,Professional Degree,Female,51,53,28,74,34,56,56,61,Culinary and Hospitality,Catering Manager,110592,Flexible,81,45,32
38,Professional Degree,Male,73,57,43,60,59,60,32,30,Education,Online Learning Specialist,26704,On-site,43,78,47
22,Master's,Male,71,49,51,43,29,65,63,36,Creative,Film Director,59385,Remote,64,88,65
31,Bachelor's,Male,56,21,36,66,18,46,25,68,Education,Teacher,36227,On-site,70,67,21
20,Bachelor's,Male,28,34,76,38,63,41,65,19,Business,Investment Banker,90335,Flexible,76,46,48
37,Bachelor's,Female,60,50,53,30,18,28,16,54,Business,Human Resources Manager,115255,Hybrid,79,79,31
29,Bachelor's,Male,43,72,4,72,68,38,48,83,Technology,Cybersecurity Analyst,104417,Flexible,74,34,46
36,Associate Degree,Male,86,28,29,0,28,37,56,69,Finance and Economics,Credit Analyst,126878,Remote,66,41,47
40,Professional Degree,Female,72,31,27,82,62,23,29,46,Media and Communication,Journalist,112012,Hybrid,61,88,70
35,High School,Prefer Not to Say,34,42,28,33,35,47,58,83,Healthcare,Psychiatrist,79623,Remote,89,53,62
22,Master's,Female,39,63,62,62,78,15,25,61,Healthcare,Veterinarian,166261,On-site,52,76,63
39,Bachelor's,Male,49,62,58,40,58,52,53,73,Business,Financial Analyst,146165,Flexible,83,100,12
28,Bachelor's,Male,43,68,51,49,36,35,31,40,Science,Chemical Engineer,60309,On-site,85,57,57
26,Associate Degree,Prefer Not to Say,65,33,90,63,67,47,62,25,Healthcare,Psychologist,130537,Hybrid,90,40,44
20,High School,Female,30,48,75,55,0,27,64,54,Creative,Writer/Author,74615,Remote,84,63,72
50,Bachelor's,Male,54,32,41,32,5,34,63,50,Science,Astronomer,111508,Remote,35,87,53
31,PhD,Female,45,33,81,11,48,73,65,42,Science,Marine Biologist,69367,Hybrid,53,42,72
45,Master's,Female,56,43,57,59,49,53,7,48,Business,Business Intelligence Analyst,64460,Remote,60,47,34
32,Bachelor's,Female,53,35,60,65,65,69,39,45,Social Sciences,Social Worker,50245,On-site,60,65,42
50,Professional Degree,Male,35,34,39,61,57,64,100,66,Technology,AI Research Scientist,99687,Remote,62,78,100
32,Bachelor's,Prefer Not to Say,71,25,11,34,66,62,47,71,Creative,Graphic Designer,71982,Remote,88,72,57
43,Master's,Male,45,66,37,55,58,43,53,62,Engineering,Structural Engineer,151443,Remote,53,38,54
45,Master's,Female,48,74,36,50,94,47,63,62,Technology,Blockchain Developer,47874,Travel-based,83,19,59
36,High School,Male,28,26,49,100,82,57,60,62,Social Sciences,Anthropologist,110532,On-site,58,49,36
49,Master's,Male,23,32,78,44,48,63,73,62,Technology,Software Engineer,142274,Remote,92,66,66
50,Master's,Female,60,33,71,47,57,57,38,43,Business,Financial Analyst,124324,Hybrid,70,14,48
30,Bachelor's,Male,58,31,29,61,62,60,44,72,Culinary and Hospitality,Hospitality Manager,107434,Hybrid,87,38,44
27,Master's,Male,93,47,52,70,81,51,73,41,Arts and Performance,Choreographer,94433,On-site,63,93,51
37,Bachelor's,Female,35,49,50,29,39,8,25,50,Engineering,Software Engineering Manager,84083,Hybrid,93,79,43
43,Bachelor's,Male,66,52,40,58,76,86,98,81,Engineering,Robotics Engineer,103060,Remote,92,61,26
20,Master's,Male,20,41,35,18,58,75,46,17,Media and Communication,Media Strategist,54741,Remote,89,64,28
47,Master's,Female,44,65,29,61,42,23,32,58,Media and Communication,Broadcast Journalist,117052,Hybrid,60,30,44
20,Professional Degree,Female,44,64,24,74,65,57,62,53,Technology,DevOps Engineer,111488,Hybrid,96,67,51
27,Bachelor's,Male,36,42,38,73,20,61,78,38,Social Sciences,Human Rights Advocate,74523,Remote,86,89,73
27,Bachelor's,Female,28,41,77,41,51,30,67,67,Science,Biologist,86648,On-site,79,46,4
35,Bachelor's,Female,52,57,40,25,65,32,26,60,Finance and Economics,Corporate Treasurer,132417,Flexible,100,38,34
47,Bachelor's,Male,65,73,89,72,55,67,41,53,Engineering,Structural Engineer,75555,Hybrid,96,64,47
25,Master's,Female,53,24,10,74,76,40,51,44,Business,Entrepreneur,288802,Remote,62,54,40
39,Bachelor's,Female,83,58,52,39,50,17,81,31,Technology,Software Engineer,140627,Hybrid,96,22,48
37,Master's,Male,69,69,67,27,60,22,90,64,Science,Zoologist,54683,On-site,39,48,58
44,Professional Degree,Female,30,46,54,46,29,51,53,67,Engineering,Aerospace Engineer,61044,Travel-based,74,100,10
45,PhD,Female,57,72,20,44,79,33,0,34,Business,Supply Chain Manager,46454,Hybrid,56,69,49
22,Master's,Female,26,32,52,2,77,48,28,31,Engineering,Chemical Process Engineer,89540,Hybrid,66,47,50
27,PhD,Male,50,9,26,36,23,46,23,84,Education,Curriculum Developer,24843,Travel-based,100,31,80
41,High School,Male,66,23,44,45,48,75,64,47,Creative,Music Producer,67962,Remote,58,80,74
50,Bachelor's,Male,45,37,47,71,64,47,62,55,Creative,Multimedia Artist,89441,Hybrid,62,57,44
36,High School,Female,49,21,39,45,87,47,55,93,Business,Startup Founder,61650,Hybrid,63,28,19
33,Bachelor's,Female,40,25,69,41,74,30,89,17,Media and Communication,Technical Writer,86067,Travel-based,50,60,30
20,Associate Degree,Male,34,82,30,60,50,41,91,44,Healthcare,Veterinarian,132250,Flexible,40,63,52
50,Professional Degree,Male,80,58,62,45,53,58,32,80,Creative,Interior Designer,58999,Remote,93,64,53
35,PhD,Prefer Not to Say,39,28,47,27,57,65,42,55,Culinary and Hospitality,Restaurant Manager,81837,On-site,70,84,47
31,Bachelor's,Female,43,35,59,49,62,70,29,33,Science,Biologist,99921,Travel-based,72,74,45
26,Bachelor's,Female,60,55,30,47,48,65,73,50,Media and Communication,Technical Writer,150942,Hybrid,84,26,65
32,Associate Degree,Female,58,66,52,76,27,42,59,64,Media and Communication,Content Creator,65003,Flexible,55,49,41
40,PhD,Male,49,76,28,47,65,57,28,73,Arts and Performance,Stage Designer,81037,On-site,93,62,88
31,Bachelor's,Female,45,60,16,10,36,24,5,65,Engineering,Automotive Engineer,89176,Hybrid,80,44,43
38,Professional Degree,Female,54,59,40,36,4,63,36,90,Education,Online Learning Specialist,106172,On-site,81,75,69
40,PhD,Male,61,53,38,26,58,76,47,53,Science,Biologist,60634,On-site,47,34,41
36,High School,Female,49,66,65,33,11,31,36,61,Science,Chemical Engineer,107204,Travel-based,100,72,49
34,Bachelor's,Male,45,33,56,73,40,42,40,27,Business,Digital Marketer,83760,Remote,100,63,53
39,Professional Degree,Male,28,63,43,43,47,44,55,92,Healthcare,Nutritionist,92029,Remote,60,53,52
31,Bachelor's,Male,70,40,32,86,26,68,46,26,Culinary and Hospitality,Sommelier,36096,Remote,79,52,45
38,Associate Degree,Male,43,59,54,76,28,44,70,61,Media and Communication,Journalist,80023,Hybrid,100,14,17
31,Associate Degree,Male,63,52,62,71,69,68,38,47,Education,Museum Educator,102841,Remote,35,70,60
47,Master's,Male,16,35,54,49,78,27,43,11,Arts and Performance,Dancer,47800,On-site,96,63,46
46,Bachelor's,Male,51,73,48,64,67,29,59,53,Healthcare,Psychiatrist,99937,Remote,64,40,24
20,Bachelor's,Female,62,69,27,50,80,32,84,44,Finance and Economics,Securities Trader,44255,Hybrid,57,59,22
44,Bachelor's,Male,97,100,48,43,30,72,35,45,Media and Communication,Communications Consultant,66685,Hybrid,68,70,59
29,Master's,Female,33,29,21,57,45,27,25,25,Technology,User Experience Designer,64562,Remote,81,48,73
50,Master's,Prefer Not to Say,53,35,48,49,85,15,72,15,Education,Special Education Specialist,139776,Remote,83,76,42
41,Master's,Female,31,86,100,90,30,46,26,38,Media and Communication,Podcast Producer,100992,Hybrid,36,66,65
35,Bachelor's,Male,60,69,59,60,45,55,100,74,Finance and Economics,Economist,87276,Remote,71,67,65
45,Bachelor's,Female,38,47,23,66,71,62,45,49,Technology,User Experience Designer,116093,Flexible,41,63,72
26,Master's,Female,59,23,68,44,64,51,48,28,Healthcare,Veterinarian,80546,Remote,84,49,48
29,Master's,Female,49,80,66,52,21,23,63,65,Business,Startup Founder,68137,Flexible,62,21,64
44,Master's,Female,65,48,64,43,34,75,77,37,Finance and Economics,Securities Trader,64196,On-site,86,49,68
25,Associate Degree,Female,44,70,31,38,58,14,51,73,Science,Physicist,85619,Remote,100,77,49
49,Associate Degree,Female,48,37,67,73,78,62,43,17,Education,Museum Educator,61990,Hybrid,74,99,82
33,Master's,Female,51,42,64,27,42,67,11,56,Technology,Blockchain Developer,94873,Flexible,54,49,82
50,Bachelor's,Female,50,53,68,38,79,62,37,41,Technology,Cloud Solutions Architect,79667,Hybrid,76,35,56
20,Bachelor's,Male,40,30,60,38,59,39,83,51,Business,Business Intelligence Analyst,112686,On-site,55,78,48
35,Bachelor's,Male,41,87,26,91,23,65,38,55,Healthcare,Physical Therapist,87432,Hybrid,62,57,33
41,Associate Degree,Female,30,59,67,48,24,85,59,36,Healthcare,Nutritionist,120291,On-site,100,70,16
43,Professional Degree,Male,30,10,77,47,42,73,38,65,Finance and Economics,Economist,133878,Hybrid,60,60,55
29,Associate Degree,Female,46,26,69,66,50,32,0,33,Finance and Economics,Fundraising Manager,159835,Remote,78,55,12
40,Master's,Female,47,65,44,47,78,72,50,90,Business,Product Manager,88809,Hybrid,76,58,40
23,Master's,Female,60,92,69,63,60,30,30,53,Engineering,Automotive Engineer,74482,Flexible,79,51,21
41,Associate Degree,Male,33,49,58,25,35,50,32,43,Finance and Economics,Economist,127740,Remote,77,100,20
23,Associate Degree,Male,64,51,74,63,54,44,73,42,Healthcare,Dentist,47920,Remote,86,32,12
31,Professional Degree,Female,35,41,67,63,53,38,42,47,Culinary and Hospitality,Sommelier,56597,Hybrid,77,42,48
40,Master's,Male,72,55,55,33,49,30,16,45,Engineering,Aerospace Engineer,56149,Hybrid,100,50,62
30,Bachelor's,Female,49,39,66,46,30,13,61,63,Healthcare,Medical Researcher,75424,Remote,86,67,46
34,Master's,Female,72,48,47,57,78,74,49,43,Healthcare,Medical Researcher,31486,Hybrid,100,36,64
43,Associate Degree,Female,35,75,61,59,45,61,22,51,Engineering,Structural Engineer,64333,Hybrid,57,46,44
48,PhD,Non-Binary,21,58,27,76,59,22,57,36,Science,Environmental Scientist,121929,On-site,30,65,23
27,Master's,Female,28,58,40,46,37,23,45,24,Engineering,Chemical Process Engineer,47828,Flexible,99,23,63
49,Associate Degree,Male,68,27,92,3,32,67,65,35,Healthcare,Dentist,82391,Hybrid,61,44,46
50,Associate Degree,Female,36,79,58,70,20,71,70,37,Media and Communication,Content Creator,70761,Remote,93,77,20
33,Bachelor's,Female,45,78,11,46,49,34,77,32,Science,Chemical Engineer,118322,Remote,63,42,1
32,Master's,Female,46,74,82,15,41,27,46,48,Creative,Film Director,71524,On-site,86,26,57
35,Bachelor's,Female,16,62,23,25,44,44,15,47,Science,Physicist,34361,Hybrid,73,58,47
41,Bachelor's,Female,23,28,66,82,47,41,54,77,Science,Environmental Scientist,69692,Hybrid,42,43,40
44,Professional Degree,Female,55,10,50,83,56,82,39,69,Business,Human Resources Manager,72666,Flexible,92,86,49
40,Bachelor's,Female,69,58,48,48,43,58,46,55,Healthcare,Doctor/Physician,282524,Remote,78,44,33
31,Bachelor's,Female,78,34,59,59,51,75,83,27,Science,Zoologist,55512,Hybrid,61,14,40
50,High School,Male,100,31,54,54,57,23,75,68,Culinary and Hospitality,Nutritional Consultant,41743,Flexible,36,50,75
38,Professional Degree,Male,59,47,72,37,74,66,87,15,Education,Online Learning Specialist,108309,Hybrid,100,50,32
31,Associate Degree,Male,62,79,57,64,10,81,44,100,Culinary and Hospitality,Event Planner,109766,Hybrid,20,43,59
50,Bachelor's,Female,65,20,57,57,47,38,49,67,Finance and Economics,Financial Planner,91860,On-site,67,76,50
25,Bachelor's,Prefer Not to Say,49,35,30,2,42,66,74,59,Media and Communication,Communications Consultant,50353,Remote,100,34,47
31,Bachelor's,Female,40,68,49,71,28,52,60,0,Engineering,Software Engineering Manager,86657,Travel-based,64,46,38
38,High School,Female,45,73,92,20,50,72,36,56,Education,Curriculum Developer,54497,On-site,21,52,30
37,Master's,Female,55,31,44,21,61,42,65,44,Creative,Film Director,130243,Remote,100,40,39
20,Associate Degree,Female,68,28,35,54,60,35,62,74,Science,Marine Biologist,71659,Remote,88,75,31
50,Associate Degree,Male,25,56,65,22,70,92,63,61,Culinary and Hospitality,Restaurant Manager,65583,Hybrid,52,45,40
33,Associate Degree,Male,56,33,43,56,8,69,54,55,Finance and Economics,Real Estate Appraiser,103218,Hybrid,76,83,69
35,Master's,Male,38,31,58,58,53,23,0,51,Social Sciences,Community Development Manager,143459,On-site,77,23,56
31,High School,Prefer Not to Say,29,38,49,71,53,44,63,80,Creative,Art Director,35201,Remote,43,66,54
20,PhD,Male,46,33,40,33,35,13,54,64,Healthcare,Psychologist,98952,Hybrid,79,61,57
43,Bachelor's,Female,74,82,11,59,26,78,51,56,Business,Investment Banker,134421,On-site,95,62,54
50,Bachelor's,Female,46,8,65,28,43,49,50,63,Arts and Performance,Theatre Director,79292,Travel-based,100,42,63
20,High School,Male,53,62,42,39,76,67,34,20,Education,Online Learning Specialist,102128,Flexible,67,72,56
44,High School,Female,82,81,34,100,63,21,59,55,Media and Communication,Social Media Manager,106066,Hybrid,84,58,46
29,Bachelor's,Male,39,38,47,68,74,46,72,59,Science,Geneticist,94873,Remote,67,63,87
43,PhD,Male,25,46,55,64,55,24,32,41,Creative,Writer/Author,127273,On-site,76,65,24
38,Bachelor's,Male,47,21,52,65,47,71,49,64,Culinary and Hospitality,Hospitality Manager,111044,On-site,48,58,58
41,Bachelor's,Female,71,94,51,8,14,32,76,94,Culinary and Hospitality,Sommelier,7563,On-site,83,52,51
36,Bachelor's,Male,45,31,43,23,33,25,30,27,Finance and Economics,Real Estate Appraiser,83431,Hybrid,48,72,27
24,High School,Male,28,70,46,35,30,23,36,21,Technology,Data Scientist,124123,Remote,95,51,36
33,PhD,Female,46,76,23,40,19,51,62,2,Creative,Art Director,86095,On-site,45,77,56
43,Bachelor's,Male,84,42,44,50,42,46,71,49,Education,Corporate Trainer,128929,Hybrid,49,66,91
50,Master's,Female,78,80,37,54,42,52,85,53,Technology,DevOps Engineer,65364,Remote,100,26,43
27,Associate Degree,Male,42,43,82,69,61,55,54,52,Social Sciences,Sociologist,2037,Remote,79,100,25
49,Bachelor's,Female,54,10,65,29,24,30,18,54,Arts and Performance,Professional Musician,156396,Travel-based,59,47,23
36,Bachelor's,Non-Binary,81,64,88,36,71,60,70,67,Arts and Performance,Professional Musician,17180,Flexible,53,45,100
42,Master's,Male,56,53,64,33,67,47,78,44,Arts and Performance,Theatre Director,112155,Remote,71,69,63
32,PhD,Female,34,60,12,56,58,87,37,54,Healthcare,Physical Therapist,84835,Remote,43,63,28
45,High School,Female,62,59,37,78,28,51,27,46,Arts and Performance,Sound Engineer,57369,On-site,60,85,59
